row_id,title,model,battery,price_range,zero_to_hundred,top_speed,fastcharge,germany_price_before_incentives,netherlands_price_before_incentives,uk_price_after_incentives,drive_configuration,tow_hitch,towing_capacity_in_kg,number_of_seats
1,Tesla,Model 3,57.5,104,6.1,201,690 km/h,"€41,970","€41,990","£39,990",Rear Wheel Drive,Towbar possible,1000.0,5
2,Tesla,Model Y,57.5,137,6.9,217,580 km/h,"€45,970","€45,990","£44,990",Rear Wheel Drive,Towbar possible,1600.0,5
3,Tesla,Model Y Long Range Dual Motor,75.0,130,5.0,217,670 km/h,"€55,970","€52,990","£52,990",All Wheel Drive,Towbar possible,1600.0,5
4,Tesla,Model 3 Long Range Dual Motor,75.0,106,4.4,201,770 km/h,"€50,970","€49,990","£49,990",All Wheel Drive,Towbar possible,1000.0,5
5,Tesla,Model Y Long Range RWD,75.0,109,5.9,217,710 km/h,"€49,970","€49,990","£31,995",Rear Wheel Drive,Towbar possible,1600.0,5
6,Byd,ATTO 3,60.5,121,7.3,160,370 km/h,"€37,990","€38,990","£37,195",Front Wheel Drive,Towbar possible,1500.0,5
7,Mg,MG4 Electric 64 kWh,61.7,102,7.9,160,630 km/h,"€39,990","€35,785","£29,495",Rear Wheel Drive,Towbar possible,500.0,5
8,Byd,SEAL 82.5 kWh AWD Excellence,82.5,107,3.8,180,540 km/h,"€50,990","€50,990","£48,695",All Wheel Drive,Towbar possible,1500.0,5
9,Tesla,Model Y Performance,75.0,152,3.8,250,640 km/h,"€60,790","€58,990","£59,990",All Wheel Drive,Towbar possible,1600.0,5
10,Bmw,i4 eDrive40,80.7,122,5.7,190,800 km/h,"€59,200","€62,992","£57,890",Rear Wheel Drive,Towbar possible,1600.0,5
11,Citroen,e-C3,44.0,90,11.0,135,340 km/h,"€23,300","€24,290","* £21,000",Front Wheel Drive,Towbar possible,550.0,5
12,Bmw,iX xDrive40,71.0,225,6.1,200,480 km/h,"€77,300","€84,998","£69,905",All Wheel Drive,Towbar possible,2500.0,5
13,Volkswagen,ID.4 Pro,77.0,114,6.7,180,650 km/h,"€46,335","€49,990","£46,035",Rear Wheel Drive,Towbar possible,1000.0,5
14,Byd,DOLPHIN 60.4 kWh,60.5,101,7.0,160,340 km/h,"€32,990","€35,490","£30,195",Front Wheel Drive,Towbar possible,0.0,5
15,Volvo,EX30 Single Motor ER,64.0,118,5.3,180,600 km/h,"€41,790","€41,495","£38,545",Rear Wheel Drive,Towbar possible,1400.0,5
16,Tesla,Model S Plaid,95.0,199,2.3,282,780 km/h,"€110,970","€108,990","* £100,000",All Wheel Drive,Towbar possible,1600.0,5
17,Tesla,Model S Dual Motor,95.0,167,3.2,250,800 km/h,"€95,970","€93,990","* £85,000",All Wheel Drive,Towbar possible,1600.0,5
18,Kia,Niro EV,64.8,111,7.8,167,390 km/h,"€45,690","€39,995","£37,295",Front Wheel Drive,Towbar possible,750.0,5
19,Hyundai,Kona Electric 65 kWh,65.4,116,7.8,170,400 km/h,"€47,190","€43,995","£38,595",Front Wheel Drive,Towbar possible,750.0,5
20,Tesla,Model 3 Performance,75.0,135,3.2,262,700 km/h,"€57,970","€56,990","£59,990",All Wheel Drive,Towbar possible,1500.0,5
21,Byd,HAN,85.4,146,3.9,180,450 km/h,"€69,020","€69,990","£31,995",All Wheel Drive,Towbar possible,1500.0,5
22,Cupra,Born 150 kW - 58 kWh,58.0,113,7.3,160,470 km/h,"€39,370","€36,939","£36,475",Rear Wheel Drive,Towbar possible,1500.0,5
23,Fiat,500e Hatchback 42 kWh,37.3,149,9.0,150,390 km/h,"€34,990","€34,490","£31,195",Front Wheel Drive,Towbar possible,1500.0,4
24,Byd,SEAL 82.5 kWh RWD Design,82.5,96,5.9,180,550 km/h,"€44,990","€45,990","£45,695",Rear Wheel Drive,Towbar possible,1500.0,5
25,Byd,TANG,86.4,199,4.6,180,420 km/h,"€71,400","€69,990","£31,995",All Wheel Drive,Towbar possible,1500.0,7
26,Dacia,Spring Electric 45,25.0,137,19.1,125,180 km/h,"€22,550","* €50,000","£31,995",Front Wheel Drive,Towbar possible,1500.0,4
27,Renault,Scenic E-Tech EV87 220hp,87.0,98,7.9,170,510 km/h,"€48,900","€47,970","£40,995",Front Wheel Drive,Towbar possible,1100.0,5
28,Bmw,iX3,74.0,184,6.8,180,520 km/h,"€67,300","€71,462","£64,165",Rear Wheel Drive,Towbar possible,750.0,5
29,Bmw,iX1 xDrive30,64.7,147,5.6,180,510 km/h,"€55,000","€57,850","£47,465",All Wheel Drive,Towbar possible,1200.0,5
30,Tesla,Model Y,57.5,137,6.9,217,810 km/h,"€45,970","€45,990","£44,990",Rear Wheel Drive,Towbar possible,1600.0,5
31,Skoda,Enyaq 85,77.0,111,6.7,180,670 km/h,"€48,900","€49,990","£44,540",Rear Wheel Drive,Towbar possible,1000.0,5
32,Nio,ET7 75 kWh,70.5,208,3.8,200,600 km/h,"€81,900","€84,900","£31,995",All Wheel Drive,Towbar possible,2000.0,5
33,Audi,Q6 e-tron quattro,94.9,170,5.9,210,920 km/h,"€74,700","* €80,000","£68,975",All Wheel Drive,Towbar possible,2400.0,5
34,Byd,SEAL U 71.8 kWh Comfort,71.8,126,9.3,175,320 km/h,"* €50,000","€42,990","£31,995",Front Wheel Drive,Towbar possible,1500.0,5
35,Mg,ZS EV Long Range,68.3,105,8.4,175,420 km/h,"€37,990","€40,185","£32,995",Front Wheel Drive,Towbar possible,500.0,5
36,Toyota,bZ4X FWD,64.0,144,7.5,160,510 km/h,"€47,490","€45,995","£46,110",Front Wheel Drive,Towbar possible,750.0,5
37,Renault,5 E-Tech 52kWh 150hp,52.0,97,7.5,150,420 km/h,"* €32,000","* €32,000","* £28,000",Front Wheel Drive,Towbar possible,500.0,5
38,Bmw,i4 M50,80.7,170,3.9,225,700 km/h,"€70,800","€76,786","£71,085",All Wheel Drive,Towbar possible,1600.0,5
39,Renault,Megane E-Tech EV60 220hp,60.0,113,7.4,160,530 km/h,"€46,600","€39,370","£36,995",Front Wheel Drive,Towbar possible,900.0,5
40,Rolls-royce,Spectre,102.0,828,4.5,250,540 km/h,"€379,015","€396,275","£330,000",All Wheel Drive,Towbar possible,1500.0,4
41,Kia,EV6 Long Range 2WD,74.0,126,7.3,185,1070 km/h,"€51,990","€50,995","£45,245",Rear Wheel Drive,Towbar possible,1600.0,5
42,Honda,e:Ny1,61.9,147,7.6,160,300 km/h,"€47,590","€48,750","£44,995",Front Wheel Drive,Towbar possible,1500.0,5
43,Volkswagen,ID.3 Pro,58.0,122,7.3,160,450 km/h,"€39,995","€44,990","£37,115",Rear Wheel Drive,Towbar possible,0.0,5
44,Renault,Zoe ZE50 R110,52.0,114,11.4,135,230 km/h,"€36,840","€34,895","£31,995",Front Wheel Drive,Towbar possible,1500.0,5
45,Nissan,Leaf,39.0,144,7.9,144,230 km/h,"€33,400","€35,090","£28,995",Front Wheel Drive,Towbar possible,1500.0,5
46,Lucid,Air Grand Touring,112.0,196,3.0,270,840 km/h,"€129,000","€132,000","£31,995",All Wheel Drive,Towbar possible,1500.0,5
47,Hongqi,E-HS9 99 kWh,90.0,216,4.9,200,430 km/h,"* €50,000","€79,995","£31,995",All Wheel Drive,Towbar possible,1500.0,5
48,Cupra,Born 170 kW - 77 kWh,77.0,105,7.0,160,630 km/h,"€46,450","€46,989","£41,975",Rear Wheel Drive,Towbar possible,1500.0,4
49,Zeekr,001 Long Range RWD,94.0,116,7.2,200,710 km/h,"€60,970","€60,490","£31,995",Rear Wheel Drive,Towbar possible,1500.0,5
50,Hyundai,IONIQ 6 Long Range 2WD,74.0,107,7.4,185,1290 km/h,"€54,000","€50,895","£47,040",Rear Wheel Drive,Towbar possible,1500.0,5
51,Hyundai,IONIQ 5 Long Range 2WD,74.0,132,7.3,185,1020 km/h,"€47,900","€52,895","£46,945",Rear Wheel Drive,Towbar possible,1600.0,5
52,Porsche,Macan 4 Electric,95.0,174,5.2,220,970 km/h,"€84,100","€88,899","£69,800",All Wheel Drive,Towbar possible,2000.0,5
53,Bmw,i7 xDrive60,101.7,272,4.7,240,760 km/h,"€139,900","€145,453","£113,970",All Wheel Drive,Towbar possible,2000.0,5
54,Bmw,i4 eDrive35,67.0,134,6.0,190,580 km/h,"€56,500","€59,362","£49,995",Rear Wheel Drive,Towbar possible,1600.0,5
55,Hyundai,IONIQ 5 N,80.0,194,3.4,260,950 km/h,"€74,900","€73,995","£65,000",All Wheel Drive,Towbar possible,1500.0,5
56,Volkswagen,ID.7 Pro,77.0,126,6.5,180,730 km/h,"€56,995","€57,990","£55,570",Rear Wheel Drive,Towbar possible,1000.0,5
57,Mercedes-benz,EQB 250+,70.5,136,8.9,160,490 km/h,"€53,514","€54,966","£52,800",Front Wheel Drive,Towbar possible,1400.0,7
58,Mg,MG4 Electric 51 kWh,50.8,109,7.7,160,380 km/h,"€34,990","€32,285","£26,995",Rear Wheel Drive,Towbar possible,500.0,5
59,Audi,Q4 e-tron 45,77.0,132,6.7,180,630 km/h,"€52,950","€54,865","£50,745",Rear Wheel Drive,Towbar possible,1000.0,5
60,Kia,EV9 99.8 kWh AWD,96.0,170,6.0,200,830 km/h,"€76,490","€71,495","£31,995",All Wheel Drive,Towbar possible,2500.0,7
61,Smart,#1 Pro+,62.0,126,6.7,180,520 km/h,"€42,490","€42,935","£35,950",Rear Wheel Drive,Towbar possible,1600.0,5
62,Audi,Q8 e-tron 55 quattro,106.0,170,5.6,200,640 km/h,"€85,300","€82,985","£77,800",All Wheel Drive,Towbar possible,1800.0,5
63,Nissan,Ariya 87kWh,87.0,117,7.6,160,540 km/h,"€58,990","€47,990","£44,645",Front Wheel Drive,Towbar possible,750.0,5
64,Ford,Mustang Mach-E ER RWD,91.0,126,7.0,180,420 km/h,"€58,500","€54,400","£59,830",Rear Wheel Drive,Towbar possible,1500.0,5
65,Bmw,iX xDrive50,105.2,213,4.6,200,680 km/h,"€100,100","€105,097","£102,755",All Wheel Drive,Towbar possible,2500.0,5
66,Volvo,EX30 Single Motor,49.0,136,5.7,180,420 km/h,"€36,590","€36,795","£33,795",Rear Wheel Drive,Towbar possible,1000.0,5
67,Bmw,iX1 eDrive20,64.7,127,8.3,170,520 km/h,"€47,900","€48,316","£45,465",Front Wheel Drive,Towbar possible,750.0,5
68,Hyundai,IONIQ 6 Long Range AWD,74.0,135,5.1,185,1150 km/h,"€61,100","€59,395","£50,540",All Wheel Drive,Towbar possible,1500.0,5
69,Kia,EV6 GT,74.0,198,3.5,260,940 km/h,"€72,990","€69,295","£62,645",All Wheel Drive,Towbar possible,1800.0,5
70,Opel,Astra Electric,50.8,131,9.2,170,510 km/h,"€41,990","€39,999","£37,795",Front Wheel Drive,Towbar possible,0.0,5
71,Mercedes-benz,EQA 250,66.5,129,8.6,160,570 km/h,"€50,777","* €50,000","£31,995",Front Wheel Drive,Towbar possible,1500.0,5
72,Peugeot,e-3008 98 kWh Long Range,98.0,111,8.9,170,660 km/h,"* €55,000","* €55,000","* £52,000",Front Wheel Drive,Towbar possible,1200.0,5
73,Mercedes-benz,EQS 450+,108.4,175,6.1,210,950 km/h,"€109,551","€112,720","£31,995",Rear Wheel Drive,Towbar possible,750.0,5
74,Polestar,2 Long Range Single Motor,79.0,112,6.2,205,700 km/h,"€49,975","€51,200","£48,950",Rear Wheel Drive,Towbar possible,1500.0,5
75,Peugeot,e-3008 73 kWh,73.0,129,8.7,170,440 km/h,"€48,650","€48,190","£45,850",Front Wheel Drive,Towbar possible,1250.0,5
76,Volkswagen,ID. Buzz Pro,77.0,192,10.2,145,480 km/h,"€64,581","€66,160","£58,915",Rear Wheel Drive,Towbar possible,1000.0,5
77,Hyundai,IONIQ 5 Long Range AWD,74.0,154,5.1,185,1010 km/h,"€59,200","€60,995","£50,445",All Wheel Drive,Towbar possible,1600.0,5
78,Jeep,Avenger Electric,50.8,127,9.0,150,500 km/h,"€38,500","€39,500","£34,800",Front Wheel Drive,Towbar possible,1500.0,5
79,Hyundai,IONIQ 5 Standard Range 2WD,54.0,162,8.5,185,720 km/h,"€43,900","€49,295","£43,445",Rear Wheel Drive,Towbar possible,750.0,5
80,Zeekr,001 Performance AWD,94.0,127,3.8,200,670 km/h,"€63,970","€63,490","£31,995",All Wheel Drive,Towbar possible,2000.0,5
81,Bmw,i5 eDrive40 Sedan,81.2,165,6.0,193,750 km/h,"€70,200","€77,572","£74,105",Rear Wheel Drive,Towbar possible,1500.0,5
82,Citroen,e-C4,46.3,127,9.7,150,460 km/h,"€36,040","€37,830","£31,995",Front Wheel Drive,Towbar possible,1500.0,5
83,Ford,Explorer Extended Range RWD,77.0,115,6.4,180,640 km/h,"€49,500","€45,950","£45,875",Rear Wheel Drive,Towbar possible,1000.0,5
84,Kia,EV6 Long Range AWD,74.0,146,5.2,185,1050 km/h,"€55,980","€59,995","£51,745",All Wheel Drive,Towbar possible,1600.0,5
85,Mazda,MX-30,30.0,212,9.7,140,170 km/h,"€35,990","€36,440","£31,250",Front Wheel Drive,Towbar possible,1500.0,5
86,Alfa romeo,Junior Elettrica 54 kWh Veloce,50.8,152,7.0,150,490 km/h,"* €46,000","* €45,000","* £42,000",Front Wheel Drive,Towbar possible,1500.0,5
87,Volvo,EX30 Twin Motor Performance,64.0,145,3.6,180,560 km/h,"€48,490","€49,995","£40,995",All Wheel Drive,Towbar possible,1600.0,5
88,Mini,Countryman E,64.7,117,8.6,170,520 km/h,"€43,500","€43,490","£42,080",Front Wheel Drive,Towbar possible,750.0,5
89,Nio,ET5 100 kWh,90.0,140,4.0,200,520 km/h,"€68,500","€71,700","£31,995",All Wheel Drive,Towbar possible,1400.0,5
90,Volkswagen,ID. Buzz LWB Pro S,86.0,199,8.0,160,470 km/h,"* €73,000","* €73,000","* £65,000",Rear Wheel Drive,Towbar possible,1500.0,7
91,Tesla,Model X Dual Motor,95.0,226,3.9,250,660 km/h,"€100,970","€100,993","* £105,000",All Wheel Drive,Towbar possible,2250.0,7
92,Volkswagen,ID.7 Pro S,86.0,120,7.0,180,800 km/h,"* €60,000","* €60,000","* £59,000",Rear Wheel Drive,Towbar possible,1500.0,5
93,Mg,MG4 Electric 77 kWh,74.4,101,6.5,180,430 km/h,"€45,990","€41,285","£36,495",Rear Wheel Drive,Towbar possible,500.0,5
94,Dacia,Spring Electric 45,25.0,109,19.1,125,180 km/h,"* €18,000","€18,950","£14,995",Front Wheel Drive,Towbar possible,1500.0,4
95,Mg,MG5 Electric Long Range,57.4,112,7.7,185,330 km/h,"€38,490","€38,885","£30,995",Front Wheel Drive,Towbar possible,500.0,5
96,Kia,EV9 99.8 kWh AWD GT-Line,96.0,193,5.3,200,810 km/h,"€82,380","€78,895","£73,245",All Wheel Drive,Towbar possible,2500.0,7
97,Mercedes-benz,EQV 300 Long,90.0,266,12.1,160,320 km/h,"€79,048","€88,626","£31,995",Front Wheel Drive,Towbar possible,1500.0,7
98,Byd,SEAL U 87 kWh Design,87.0,114,9.6,175,370 km/h,"* €50,000","€45,990","£31,995",Front Wheel Drive,Towbar possible,1500.0,5
99,Byd,DOLPHIN 44.9 kWh Active,44.9,115,12.3,150,260 km/h,"* €28,000","€29,990","* £26,000",Front Wheel Drive,Towbar possible,1500.0,5
100,Smart,#1 Brabus,62.0,152,3.9,180,500 km/h,"€48,990","€48,895","£43,450",All Wheel Drive,Towbar possible,1600.0,5
101,Lotus,Eletre,109.0,202,4.5,250,1040 km/h,"€96,990","€98,690","£90,805",All Wheel Drive,Towbar possible,2250.0,5
102,Renault,Zoe ZE50 R135,52.0,117,9.5,140,230 km/h,"€37,840","€36,195","£29,995",Front Wheel Drive,Towbar possible,1500.0,5
103,Maxus,MIFA 9,84.0,197,9.2,180,420 km/h,"€68,990","* €50,000","£65,290",Front Wheel Drive,Towbar possible,1000.0,7
104,Lexus,RZ 450e,64.0,218,5.6,160,480 km/h,"€68,000","€67,495","£64,500",All Wheel Drive,Towbar possible,750.0,5
105,Mercedes-benz,EQE 350+,90.6,155,6.4,210,790 km/h,"* €50,000","€82,028","£31,995",Rear Wheel Drive,Towbar possible,750.0,5
106,Bmw,i5 M60 xDrive Sedan,81.2,254,3.8,230,670 km/h,"€99,500","€108,427","£97,745",All Wheel Drive,Towbar possible,2000.0,5
107,Cupra,Tavascan VZ,77.0,141,5.6,180,640 km/h,"* €58,000","* €60,000","* £55,000",All Wheel Drive,Towbar possible,1500.0,5
108,Xpeng,G9 RWD Standard Range,75.8,148,6.4,200,830 km/h,"€57,600","€59,188","£31,995",Rear Wheel Drive,Towbar possible,1500.0,5
109,Subaru,Solterra AWD,64.0,179,6.9,160,480 km/h,"€57,490","€56,395","£49,995",All Wheel Drive,Towbar possible,750.0,5
110,Xpeng,G6 RWD Long Range,87.5,102,6.7,200,980 km/h,"* €50,000","* €50,000","£31,995",Rear Wheel Drive,Towbar possible,1500.0,5
111,Mini,Cooper SE,49.8,126,6.7,170,440 km/h,"€36,900","€38,990","£34,500",Front Wheel Drive,Towbar possible,1500.0,4
112,Hyundai,IONIQ 6 Standard Range 2WD,54.0,123,8.8,185,900 km/h,"€43,900","€45,895","£31,995",Rear Wheel Drive,Towbar possible,750.0,5
113,Maserati,GranTurismo Folgore,83.0,480,2.7,325,920 km/h,"€198,212","€199,250","£179,950",All Wheel Drive,Towbar possible,1500.0,4
114,Volvo,EX40 Single Motor ER,79.0,135,7.3,180,600 km/h,"€55,490","€51,995","£47,705",Rear Wheel Drive,Towbar possible,1500.0,5
115,Toyota,bZ4X AWD,64.0,181,6.9,160,470 km/h,"€57,390","€52,995","£52,510",All Wheel Drive,Towbar possible,750.0,5
116,Bmw,iX2 xDrive30,64.7,160,5.6,180,510 km/h,"€56,500","€59,350","£57,445",All Wheel Drive,Towbar possible,1200.0,5
117,Ford,Explorer Extended Range AWD,79.0,131,5.3,180,690 km/h,"€53,500","€53,950","£53,975",All Wheel Drive,Towbar possible,1200.0,5
118,Skoda,Enyaq Coupe 85,77.0,109,6.7,180,720 km/h,"€51,150","€52,990","£46,440",Rear Wheel Drive,Towbar possible,1000.0,5
